"Journal","ISSN","EISSN","Web of Science","IF(2025)","IF(2024)","IF变化","JCR分区(学科)","中科院大类","中科院大类分区","Top期刊","中科院小类分区"
"JOURNAL OF AGING AND PHYSICAL ACTIVITY","1063-8652","1543-267X","SCIE, SSCI","1.7","1.5","0.2","Q4@GERIATRICS & GERONTOLOGY | Q3@GERONTOLOGY | Q3@SPORT SCIENCES","医学","4 [3624/5603]","","4 [54/72]@GERIATRICS & GERONTOLOGY 老年医学 | 4 [35/48]@GERONTOLOGY 老年医学（社科） | 4 [84/126]@SPORT SCIENCES 运动科学"
"Journal of Population Ageing","1874-7884","1874-7876","ESCI","1.7","1.7","0.0","Q3@GERONTOLOGY","社会学","4 [1057/2039]","","4 [30/48]@GERONTOLOGY 老年医学（社科）"
"JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY","0236-5731","1588-2780","SCIE","1.7","1.6","0.1","Q4@CHEMISTRY, ANALYTICAL | Q3@CHEMISTRY, INORGANIC & NUCLEAR | Q3@NUCLEAR SCIENCE & TECHNOLOGY","化学","3 [233/490]","","3 [23/44]@CHEMISTRY, INORGANIC & NUCLEAR 无机化学与核化学 | 4 [67/106]@CHEMISTRY, ANALYTICAL 分析化学 | 4 [25/41]@NUCLEAR SCIENCE & TECHNOLOGY 核科学技术"
"JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME","1048-9002","1528-8927","SCIE","1.7","1.9","-0.2","Q2@ACOUSTICS | Q3@ENGINEERING, MECHANICAL | Q3@MECHANICS","工程技术","4 [706/1437]","","4 [29/40]@ACOUSTICS 声学 | 4 [94/181]@ENGINEERING, MECHANICAL 工程：机械 | 4 [110/171]@MECHANICS 力学"
"Surgical Infections","1096-2964","1557-8674","SCIE","1.7","1.4","0.3","Q4@INFECTIOUS DISEASES | Q3@SURGERY","医学","4 [3076/5603]","","4 [85/134]@INFECTIOUS DISEASES 传染病学 | 4 [163/292]@SURGERY 外科"
"European Actuarial Journal","2190-9733","2190-9741","ESCI","1.7","1.6","0.1","Q3@BUSINESS, FINANCE | Q2@STATISTICS & PROBABILITY","经济学","4 [500/765]","","4 [169/231]@BUSINESS, FINANCE 商业：财政与金融 | 4 [131/166]@STATISTICS & PROBABILITY 统计学与概率论"
"Informatics for Health & Social Care","1753-8157","1753-8165","SCIE","1.7","2.4","-0.7","Q3@HEALTH CARE SCIENCES & SERVICES | Q4@MEDICAL INFORMATICS","医学","4 [2510/5603]","","4 [93/173]@HEALTH CARE SCIENCES & SERVICES 卫生保健与服务 | 4 [34/44]@MEDICAL INFORMATICS 医学：信息"
"Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery","1556-9845","1559-0879","ESCI","1.7","1.6","0.1","Q3@SURGERY","医学","4 [3190/5603]","","4 [173/292]@SURGERY 外科"
"International Journal of Biomathematics","1793-5245","1793-7159","SCIE","1.7","2","-0.3","Q3@MATHEMATICAL & COMPUTATIONAL BIOLOGY","数学","2 [146/815]","","2 [16/66]@MATHEMATICAL & COMPUTATIONAL BIOLOGY 数学与计算生物学"
"Journal of Agricultural and Applied Economics","1074-0708","2056-7405","ESCI","1.7","1.1","0.6","Q3@AGRICULTURAL ECONOMICS & POLICY | Q2@ECONOMICS","经济学","4 [344/765]","","4 [20/39]@AGRICULTURAL ECONOMICS & POLICY 农业经济与政策 | 4 [294/599]@ECONOMICS 经济学"
"NUCLEAR TECHNOLOGY","0029-5450","1943-7471","SCIE","1.7","2","-0.3","Q3@NUCLEAR SCIENCE & TECHNOLOGY","工程技术","4 [737/1437]","","4 [27/41]@NUCLEAR SCIENCE & TECHNOLOGY 核科学技术"
"PATHOBIOLOGY","1015-2008","1423-0291","SCIE","1.7","2","-0.3","Q4@CELL BIOLOGY | Q3@PATHOLOGY","医学","3 [1748/5603]","","3 [93/203]@CELL BIOLOGY 细胞生物学 | 3 [26/88]@PATHOLOGY 病理学"
"Actas Urologicas Espanolas","0210-4806","1699-7980","SCIE","1.7","1.2","0.5","Q3@UROLOGY & NEPHROLOGY","医学","4 [3496/5603]","","4 [85/126]@UROLOGY & NEPHROLOGY 泌尿学与肾脏学"
"Adolescents","N/A","2673-7051","ESCI","1.7","71.5","-69.8","Q3@PSYCHOLOGY, DEVELOPMENTAL","","","",""
"BMJ Military Health","2633-3767","2633-3775","SCIE","1.7","1.7","0.0","Q2@MEDICINE, GENERAL & INTERNAL","医学","4 [3817/5603]","","4 [129/327]@MEDICINE, GENERAL & INTERNAL 医学：内科"
"Contemporary Political Theory","1470-8914","1476-9336","SSCI","1.7","0.7","1.0","Q2@POLITICAL SCIENCE","社会学","3 [365/2039]","","4 [114/317]@POLITICAL SCIENCE 政治学"
"EMOTIONAL AND BEHAVIOURAL DIFFICULTIES","1363-2752","1741-2692","ESCI","1.7","1.2","0.5","Q3@PSYCHOLOGY, EDUCATIONAL","心理学","4 [356/657]","","4 [47/74]@PSYCHOLOGY, EDUCATIONAL 心理学：教育"
"FOREST PRODUCTS JOURNAL","0015-7473","0015-7473","SCIE","1.7","1.2","0.5","Q3@FORESTRY | Q2@MATERIALS SCIENCE, PAPER & WOOD","农林科学","4 [575/904]","","3 [11/23]@MATERIALS SCIENCE, PAPER & WOOD 材料科学：纸与木材 | 4 [56/89]@FORESTRY 林学"
"Global Economic Review","1226-508X","1744-3873","SSCI","1.7","2.6","-0.9","Q2@ECONOMICS","经济学","4 [420/765]","","4 [352/599]@ECONOMICS 经济学"
"JOURNAL OF INFECTION AND CHEMOTHERAPY","1341-321X","1437-7780","SCIE","1.7","1.5","0.2","Q4@INFECTIOUS DISEASES | Q3@PHARMACOLOGY & PHARMACY","医学","4 [3267/5603]","","4 [90/134]@INFECTIOUS DISEASES 传染病学 | 4 [200/350]@PHARMACOLOGY & PHARMACY 药学"
"Agrarian South-Journal of Political Economy","2277-9760","2321-0281","ESCI","1.7","0.9","0.8","Q3@DEVELOPMENT STUDIES | Q2@ECONOMICS","经济学","4 [368/765]","","4 [43/63]@DEVELOPMENT STUDIES 发展研究 | 4 [311/599]@ECONOMICS 经济学"
"BMJ Public Health","N/A","2753-4294","ESCI","1.7","71.5","-69.8","Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","","","",""
"EJNMMI Reports","N/A","3005-074X","ESCI","1.7","71.5","-69.8","Q3@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","","","",""
"Journal of Central Banking Theory and Practice","1800-9581","2336-9205","ESCI","1.7","1.8","-0.1","Q3@BUSINESS, FINANCE","经济学","3 [183/765]","","3 [75/231]@BUSINESS, FINANCE 商业：财政与金融"
"Journal of Parasitology Research","2090-0023","2090-0031","ESCI","1.7","1.8","-0.1","Q3@PARASITOLOGY","医学","4 [3440/5603]","","4 [30/45]@PARASITOLOGY 寄生虫学"
"PALYNOLOGY","0191-6122","1558-9188","SCIE","1.7","1.3","0.4","Q2@PALEONTOLOGY | Q3@PLANT SCIENCES","地球科学","4 [268/575]","","3 [28/57]@PALEONTOLOGY 古生物学 | 3 [113/265]@PLANT SCIENCES 植物科学"
"Psychology in Russia-State of the Art","2074-6857","2307-2202","ESCI","1.7","1.6","0.1","Q2@PSYCHOLOGY, MULTIDISCIPLINARY","心理学","4 [456/657]","","4 [138/219]@PSYCHOLOGY, MULTIDISCIPLINARY 心理学：综合"
"REVIEW OF INCOME AND WEALTH","0034-6586","1475-4991","SSCI","1.7","1.8","-0.1","Q2@ECONOMICS","经济学","3 [225/765]","","3 [204/599]@ECONOMICS 经济学"
"Science of Diabetes Self-Management and Care","2635-0106","2635-0114","SCIE, SSCI","1.7","2.2","-0.5","Q4@ENDOCRINOLOGY & METABOLISM | Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","医学","4 [2938/5603]","","4 [130/184]@ENDOCRINOLOGY & METABOLISM 内分泌学与代谢 | 4 [226/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生"
"Australian Journal of Advanced Nursing","0813-0531","1447-4328","SCIE, SSCI","1.7","1.3","0.4","Q3@NURSING","医学","4 [3845/5603]","","4 [120/191]@NURSING 护理"
"JOURNAL OF RADIOLOGICAL PROTECTION","0952-4746","1361-6498","SCIE","1.7","1.8","-0.1","Q4@ENVIRONMENTAL SCIENCES | Q3@NUCLEAR SCIENCE & TECHNOLOGY | Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH | Q3@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","环境科学与生态学","4 [302/504]","","4 [240/357]@ENVIRONMENTAL SCIENCES 环境科学 | 4 [22/41]@NUCLEAR SCIENCE & TECHNOLOGY 核科学技术 | 4 [283/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生 | 4 [134/206]@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学"
"KYKLOS","0023-5962","1467-6435","SSCI","1.7","1.3","0.4","Q2@ECONOMICS","经济学","3 [215/765]","","3 [197/599]@ECONOMICS 经济学"
"REVISTA CLINICA ESPANOLA","0014-2565","1578-1860","SCIE","1.7","1.7","0.0","Q2@MEDICINE, GENERAL & INTERNAL","医学","4 [3205/5603]","","4 [99/327]@MEDICINE, GENERAL & INTERNAL 医学：内科"
"Translation & Interpreting-The International Journal of Translation and Interpreting","1836-9324","1836-9324","ESCI","1.7","1.4","0.3","Q2@LINGUISTICS","文学","2 [171/1193]","","4 [113/294]@LINGUISTICS 语言学"
"African Geographical Review","1937-6812","2163-2642","ESCI","1.7","1.1","0.6","Q2@GEOGRAPHY","社会学","4 [1545/2039]","","4 [114/171]@GEOGRAPHY 地理学"
"APPLIED OPTICS","1559-128X","2155-3165","SCIE","1.7","1.7","0.0","Q3@OPTICS","工程技术","4 [589/1437]","","4 [68/119]@OPTICS 光学"
"BSGF-Earth Sciences Bulletin","0037-9409","1777-5817","SCIE","1.7","2.1","-0.4","Q3@GEOSCIENCES, MULTIDISCIPLINARY","地球科学","3 [142/575]","","3 [76/258]@GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合"
"Clinical Pharmacology in Drug Development","2160-7648","2160-7648","SCIE","1.7","1.8","-0.1","Q3@PHARMACOLOGY & PHARMACY","医学","4 [3491/5603]","","4 [222/350]@PHARMACOLOGY & PHARMACY 药学"
"International Journal of Housing Markets and Analysis","1753-8270","1753-8289","ESCI","1.7","2","-0.3","Q3@URBAN STUDIES","经济学","4 [328/765]","","4 [43/77]@URBAN STUDIES 城市研究"
"International Journal of Optics","1687-9384","1687-9392","SCIE","1.7","1.7","0.0","Q3@OPTICS","物理与天体物理","4 [304/406]","","4 [98/119]@OPTICS 光学"
"JOURNAL OF COLLEGE STUDENT DEVELOPMENT","0897-5264","1543-3382","SSCI","1.7","1.3","0.4","Q2@EDUCATION & EDUCATIONAL RESEARCH | Q3@PSYCHOLOGY, APPLIED","教育学","4 [420/840]","","4 [387/754]@EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究 | 4 [74/112]@PSYCHOLOGY, APPLIED 心理学：应用"
"Journal of Signal Processing Systems for Signal Image and Video Technology","1939-8018","1939-8115","SCIE","1.7","1.8","-0.1","Q3@COMPUTER SCIENCE, INFORMATION SYSTEMS | Q3@ENGINEERING, ELECTRICAL & ELECTRONIC","计算机科学","4 [502/758]","","4 [175/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统 | 4 [229/352]@ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气"
"Journal of the American Taxation Association","0198-9073","1558-8017","ESCI","1.7","2","-0.3","Q3@BUSINESS, FINANCE","管理学","4 [491/1025]","","4 [105/231]@BUSINESS, FINANCE 商业：财政与金融"
"Networks and Heterogeneous Media","1556-1801","1556-1801","SCIE","1.7","1.3","0.4","Q3@MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","数学","4 [567/815]","","4 [88/136]@MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用"
"Neurotrauma Reports","N/A","2689-288X","ESCI","1.7","71.5","-69.8","Q3@CLINICAL NEUROLOGY | Q4@NEUROSCIENCES","医学","4 [2803/5603]","","4 [164/278]@CLINICAL NEUROLOGY 临床神经病学 | 4 [209/309]@NEUROSCIENCES 神经科学"
"Central European Journal of Urology","2080-4806","2080-4873","ESCI","1.7","1.9","-0.2","Q3@UROLOGY & NEPHROLOGY","医学","4 [3238/5603]","","4 [81/126]@UROLOGY & NEPHROLOGY 泌尿学与肾脏学"
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING","1475-0961","1475-097X","SCIE","1.7","1.3","0.4","Q4@PHYSIOLOGY","医学","4 [3317/5603]","","4 [61/84]@PHYSIOLOGY 生理学"
"DEFENCE AND PEACE ECONOMICS","1024-2694","1476-8267","SSCI","1.7","1.6","0.1","Q2@ECONOMICS","经济学","3 [253/765]","","4 [231/599]@ECONOMICS 经济学"
"Hand Therapy","1758-9983","1758-9991","ESCI","1.7","0.6","1.1","Q2@REHABILITATION","医学","4 [3849/5603]","","4 [126/169]@REHABILITATION 康复医学"
"INTERNATIONAL JOURNAL OF NEUROSCIENCE","0020-7454","1563-5279","SCIE","1.7","1.5","0.2","Q4@NEUROSCIENCES","医学","4 [4110/5603]","","4 [271/309]@NEUROSCIENCES 神经科学"
"MILITARY PSYCHOLOGY","0899-5605","1532-7876","SSCI","1.7","1.3","0.4","Q2@PSYCHOLOGY, MULTIDISCIPLINARY","心理学","4 [488/657]","","4 [146/219]@PSYCHOLOGY, MULTIDISCIPLINARY 心理学：综合"
"ONCOLOGY NURSING FORUM","0190-535X","1538-0688","SCIE, SSCI","1.7","1.4","0.3","Q3@NURSING | Q4@ONCOLOGY","医学","4 [3570/5603]","","4 [110/191]@NURSING 护理 | 4 [231/318]@ONCOLOGY 肿瘤学"
"Abacus-A Journal of Accounting Finance and Business Studies","0001-3072","1467-6281","SSCI","1.7","2.3","-0.6","Q3@BUSINESS, FINANCE","管理学","4 [397/1025]","","4 [85/231]@BUSINESS, FINANCE 商业：财政与金融"
"Disaster Medicine and Public Health Preparedness","1935-7893","1938-744X","SCIE, SSCI","1.7","1.8","-0.1","Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","医学","4 [3490/5603]","","4 [274/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生"
"JAPAN AND THE WORLD ECONOMY","0922-1425","1879-2006","SSCI","1.7","1.2","0.5","Q2@ECONOMICS","经济学","4 [354/765]","","4 [301/599]@ECONOMICS 经济学"
"JOURNAL OF ADDICTIVE DISEASES","1055-0887","1545-0848","SSCI","1.7","1.1","0.6","Q3@SUBSTANCE ABUSE","医学","4 [4160/5603]","","4 [46/56]@SUBSTANCE ABUSE 药物滥用"
"Journal of Human Development and Capabilities","1945-2829","1945-2837","SSCI","1.7","1.3","0.4","Q3@DEVELOPMENT STUDIES","社会学","3 [670/2039]","","4 [37/63]@DEVELOPMENT STUDIES 发展研究"
"Journal of the Indian Academy of Wood Science","0972-172X","0976-8432","ESCI","1.7","1.2","0.5","Q3@FORESTRY","农林科学","4 [802/904]","","4 [81/89]@FORESTRY 林学"
"JOURNAL OF VIROLOGICAL METHODS","0166-0934","1879-0984","SCIE","1.7","1.6","0.1","Q4@BIOCHEMICAL RESEARCH METHODS | Q4@BIOTECHNOLOGY & APPLIED MICROBIOLOGY | Q4@VIROLOGY","医学","4 [3429/5603]","","4 [52/85]@BIOCHEMICAL RESEARCH METHODS 生化研究方法 | 4 [102/174]@BIOTECHNOLOGY & APPLIED MICROBIOLOGY 生物工程与应用微生物 | 4 [27/41]@VIROLOGY 病毒学"
"Review of Behavioral Finance","1940-5979","1940-5987","ESCI","1.7","1.8","-0.1","Q3@BUSINESS, FINANCE","经济学","4 [380/765]","","4 [134/231]@BUSINESS, FINANCE 商业：财政与金融"
"Revista Brasileira de Ginecologia e Obstetricia","0100-7203","1806-9339","ESCI","1.7","1.4","0.3","Q3@OBSTETRICS & GYNECOLOGY","医学","4 [4366/5603]","","4 [106/135]@OBSTETRICS & GYNECOLOGY 妇产科学"
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1084-9785","1557-8852","SCIE","1.7","2.1","-0.4","Q3@MEDICINE, RESEARCH & EXPERIMENTAL | Q4@ONCOLOGY | Q3@PHARMACOLOGY & PHARMACY | Q3@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","医学","4 [3452/5603]","","4 [123/188]@MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验 | 4 [224/318]@ONCOLOGY 肿瘤学 | 4 [219/350]@PHARMACOLOGY & PHARMACY 药学 | 4 [129/206]@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学"
"ECOLOGICAL RESEARCH","0912-3814","1440-1703","SCIE","1.7","1.4","0.3","Q3@ECOLOGY","环境科学与生态学","4 [336/504]","","4 [140/196]@ECOLOGY 生态学"
"International Journal on Software Tools for Technology Transfer","1433-2779","1433-2787","SCIE","1.7","1.4","0.3","Q3@COMPUTER SCIENCE, SOFTWARE ENGINEERING","计算机科学","4 [351/758]","","4 [72/131]@COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程"
"Journal of Nuclear Engineering","N/A","2673-4362","ESCI","1.7","71.5","-69.8","Q3@NUCLEAR SCIENCE & TECHNOLOGY | Q4@PHYSICS, APPLIED","","","",""
"Journal of Sports Economics","1527-0025","1552-7794","SSCI","1.7","1.5","0.2","Q2@ECONOMICS | Q3@HOSPITALITY, LEISURE, SPORT & TOURISM","管理学","4 [371/1025]","","3 [185/599]@ECONOMICS 经济学 | 4 [66/139]@HOSPITALITY, LEISURE, SPORT & TOURISM 酒店、休闲、体育与旅游"
"MOBILE NETWORKS & APPLICATIONS","1383-469X","1572-8153","SCIE","1.7","2","-0.3","Q4@COMPUTER SCIENCE, HARDWARE & ARCHITECTURE | Q3@COMPUTER SCIENCE, INFORMATION SYSTEMS | Q4@TELECOMMUNICATIONS","计算机科学","4 [416/758]","","4 [40/58]@COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件 | 4 [153/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统 | 4 [65/119]@TELECOMMUNICATIONS 电信学"
"Polar Science","1873-9652","1876-4428","SCIE","1.7","2","-0.3","Q3@ECOLOGY | Q3@GEOSCIENCES, MULTIDISCIPLINARY","地球科学","4 [410/575]","","4 [156/196]@ECOLOGY 生态学 | 4 [191/258]@GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合"
"Romanian Journal of Physics","1221-146X","1221-146X","SCIE","1.7","1.9","-0.2","Q3@PHYSICS, MULTIDISCIPLINARY","物理与天体物理","4 [270/406]","","4 [68/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"Advances in Public Health","2356-6868","2314-7784","ESCI","1.7","1.2","0.5","Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","医学","4 [3563/5603]","","4 [281/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生"
"BIOLOGIA","0006-3088","1336-9563","SCIE","1.7","1.6","0.1","Q3@BIOLOGY","生物学","4 [766/1091]","","4 [68/109]@BIOLOGY 生物学"
"Chilean Journal of Agricultural Research","0718-5839","0718-5839","SCIE","1.7","1.8","-0.1","Q2@AGRICULTURE, MULTIDISCIPLINARY | Q2@AGRONOMY","农林科学","4 [446/904]","","3 [31/88]@AGRICULTURE, MULTIDISCIPLINARY 农业综合 | 4 [54/127]@AGRONOMY 农艺学"
"East European Journal of Physics","2312-4334","2312-4539","ESCI","1.7","1.7","0.0","Q3@PHYSICS, MULTIDISCIPLINARY","物理与天体物理","4 [336/406]","","4 [89/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"IEEE Embedded Systems Letters","1943-0663","1943-0671","SCIE","1.7","2","-0.3","Q4@COMPUTER SCIENCE, HARDWARE & ARCHITECTURE | Q3@COMPUTER SCIENCE, SOFTWARE ENGINEERING","计算机科学","4 [359/758]","","4 [35/58]@COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件 | 4 [74/131]@COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程"
"International Journal of Fashion Design Technology and Education","1754-3266","1754-3274","ESCI","1.7","2.2","-0.5","Q3@BUSINESS | Q2@MATERIALS SCIENCE, TEXTILES","管理学","4 [609/1025]","","2 [7/30]@MATERIALS SCIENCE, TEXTILES 材料科学：纺织 | 4 [203/302]@BUSINESS 商业：管理"
"Landscape Research","0142-6397","1469-9710","SSCI","1.7","1.5","0.2","Q4@ENVIRONMENTAL STUDIES | Q2@GEOGRAPHY","社会学","4 [837/2039]","","4 [120/183]@ENVIRONMENTAL STUDIES 环境研究 | 4 [78/171]@GEOGRAPHY 地理学"
"REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH","1020-4989","1680-5348","SSCI","1.7","2.2","-0.5","Q3@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","医学","4 [4092/5603]","","4 [325/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生"
"Urban Planning","2183-7635","2183-7635","ESCI","1.7","1.7","0.0","Q3@URBAN STUDIES","经济学","3 [282/765]","","4 [37/77]@URBAN STUDIES 城市研究"
"BIOMEDICAL CHROMATOGRAPHY","0269-3879","1099-0801","SCIE","1.7","1.7","0.0","Q4@BIOCHEMICAL RESEARCH METHODS | Q4@BIOCHEMISTRY & MOLECULAR BIOLOGY | Q4@CHEMISTRY, ANALYTICAL | Q3@PHARMACOLOGY & PHARMACY","医学","4 [3828/5603]","","4 [61/85]@BIOCHEMICAL RESEARCH METHODS 生化研究方法 | 4 [246/310]@BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学 | 4 [68/106]@CHEMISTRY, ANALYTICAL 分析化学 | 4 [244/350]@PHARMACOLOGY & PHARMACY 药学"
"BMC Research Notes","N/A","1756-0500","ESCI","1.7","71.5","-69.8","Q2@MULTIDISCIPLINARY SCIENCES","综合性期刊","4 [45/118]","","4 [53/131]@MULTIDISCIPLINARY SCIENCES 综合性期刊"
"CURRENT NEUROVASCULAR RESEARCH","1567-2026","1875-5739","SCIE","1.7","1.7","0.0","Q3@CLINICAL NEUROLOGY | Q4@NEUROSCIENCES","医学","4 [3996/5603]","","4 [220/278]@CLINICAL NEUROLOGY 临床神经病学 | 4 [264/309]@NEUROSCIENCES 神经科学"
"JOURNAL OF ECONOMICS AND FINANCE","1055-0925","1938-9744","ESCI","1.7","1.5","0.2","Q3@BUSINESS, FINANCE | Q2@ECONOMICS","经济学","4 [470/765]","","4 [162/231]@BUSINESS, FINANCE 商业：财政与金融 | 4 [387/599]@ECONOMICS 经济学"
"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS","0953-4075","1361-6455","SCIE","1.7","1.5","0.2","Q3@OPTICS | Q3@PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","物理与天体物理","3 [185/406]","","3 [19/40]@PHYSICS, ATOMIC, MOLECULAR & CHEMICAL 物理：原子、分子和化学物理 | 4 [71/119]@OPTICS 光学"
"Journal of Tax Reform","2412-8872","2414-9497","ESCI","1.7","1.1","0.6","Q3@BUSINESS, FINANCE","经济学","4 [364/765]","","4 [129/231]@BUSINESS, FINANCE 商业：财政与金融"
"PLANT SYSTEMATICS AND EVOLUTION","0378-2697","1615-6110","SCIE","1.7","1.6","0.1","Q4@EVOLUTIONARY BIOLOGY | Q3@PLANT SCIENCES","生物学","3 [355/1091]","","3 [86/265]@PLANT SCIENCES 植物科学 | 4 [40/52]@EVOLUTIONARY BIOLOGY 进化生物学"
"Polish Journal of Microbiology","1733-1331","2544-4646","SCIE","1.7","1.6","0.1","Q4@MICROBIOLOGY","生物学","4 [681/1091]","","4 [125/159]@MICROBIOLOGY 微生物学"
"SPECTROSCOPY","0887-6703","N/A","SCIE","1.7","1.5","0.2","Q3@SPECTROSCOPY","","","",""
"AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1552-4825","1552-4833","SCIE","1.7","1.7","0.0","Q4@GENETICS & HEREDITY","生物学","3 [525/1091]","","4 [106/190]@GENETICS & HEREDITY 遗传学"
"American Journal of Nuclear Medicine and Molecular Imaging","2160-8407","2160-8407","ESCI","1.7","1.8","-0.1","Q3@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","医学","4 [3650/5603]","","4 [138/206]@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学"
"Central Bank Review","1303-0701","1305-8800","ESCI","1.7","1.2","0.5","Q2@ECONOMICS","经济学","3 [191/765]","","3 [180/599]@ECONOMICS 经济学"
"Discover Life","2948-2968","2948-2976","SCIE","1.7","","","Q3@BIOLOGY","","","",""
"INDIAN JOURNAL OF PHYSICS","0973-1458","0974-9845","SCIE","1.7","1.7","0.0","Q3@PHYSICS, MULTIDISCIPLINARY","物理与天体物理","4 [276/406]","","4 [69/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"Italian Economic Journal","2199-322X","2199-3238","ESCI","1.7","1.2","0.5","Q2@ECONOMICS","经济学","4 [360/765]","","4 [306/599]@ECONOMICS 经济学"
"Journal of Mental Health Policy and Economics","1091-4358","1099-176X","SSCI","1.7","1.6","0.1","Q4@HEALTH POLICY & SERVICES | Q3@PSYCHIATRY","医学","4 [4507/5603]","","4 [112/118]@HEALTH POLICY & SERVICES 卫生政策与服务 | 4 [234/277]@PSYCHIATRY 精神病学"
"MARKETING LETTERS","0923-0645","1573-059X","SSCI","1.7","2.5","-0.8","Q3@BUSINESS","管理学","4 [477/1025]","","4 [170/302]@BUSINESS 商业：管理"
"Brachytherapy","1538-4721","1873-1449","SCIE","1.7","1.8","-0.1","Q4@ONCOLOGY | Q3@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","医学","4 [2520/5603]","","4 [177/318]@ONCOLOGY 肿瘤学 | 4 [92/206]@RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学"
"BUILDING ACOUSTICS","1351-010X","2059-8025","ESCI","1.7","1.9","-0.2","Q2@ACOUSTICS","工程技术","4 [739/1437]","","4 [30/40]@ACOUSTICS 声学"
"DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS","0095-0033","1532-0936","SSCI","1.7","1.5","0.2","Q2@INFORMATION SCIENCE & LIBRARY SCIENCE","管理学","4 [533/1025]","","4 [74/160]@INFORMATION SCIENCE & LIBRARY SCIENCE 图书情报与档案管理"
"Enfermeria Intensiva","1130-2399","1578-1291","ESCI","1.7","1","0.7","Q3@CRITICAL CARE MEDICINE | Q3@NURSING","医学","4 [4733/5603]","","4 [164/191]@NURSING 护理"
